,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Emotionsbezug_falls_nötig
491,FATIMA,,IBRAHIM,,,,LSch,negativ,112359,CATMA_76F3C1DB-823A-4E53-BBA3-6C18E40D4172,9,Emotionen der Angst,negativ,112305,Verzweiflung,Ach! dieser Donnerschlag durchdringet Seel und Hertze!,"['Ach', '!', 'dieser', 'Donnerschlag', 'durchdringet', 'Seel', 'und', 'Hertze', '!']",
492,,,IBRAHIM,,,,LSch,negativ,112431,CATMA_BB05E597-59EC-448C-996A-6C65ADFF907C,12,Emotionen der Angst,negativ,112368,Verzweiflung,Mein Haupt und Geist wird mir verrückt von Angst und Schmertze.,"['Mein', 'Haupt', 'und', 'Geist', 'wird', 'mir', 'verrückt', 'von', 'Angst', 'und', 'Schmertze', '.']",
493,KIOSEM,,,,,,LSch,Emotionale Bewegtheit,112474,CATMA_C367544F-EDD4-44A8-842C-ADB064450472,7,Emotionale Bewegtheit,Emotionale Bewegtheit,112441,Emotionale Bewegtheit,Was solln die Kinder ihm alleine?,"['Was', 'solln', 'die', 'Kinder', 'ihm', 'alleine', '?']",
494,,,KIOSEM,,,,LSch,negativ,112526,CATMA_0AFCD6DC-451F-4248-9071-A0930F38686F,10,Emotionen der Ablehnung,negativ,112485,Ärger,"Wer hat Recht
Zu forschen / was wir thun?","['Wer', 'hat', 'Recht', 'Zu', 'forschen', '/', 'was', 'wir', 'thun', '?']",
495,,,,,,,LSch,negativ,112714,CATMA_28052C32-C58A-4B0E-BD94-659DEA86E291,14,Emotionen der Ablehnung,negativ,112636,Ärger,"Der Vorwitz sol mir hier mit seinem eignen Blutte
Selbst seine Schuld bezahln.","['Der', 'Vorwitz', 'sol', 'mir', 'hier', 'mit', 'seinem', 'eignen', 'Blutte', 'Selbst', 'seine', 'Schuld', 'bezahln', '.']",
496,,,,,,,LSch,negativ,112803,CATMA_24FDB36E-B16B-4936-BCF4-1CED3401862F,16,Emotionen der Angst,negativ,112725,Verzweiflung,"Der Sultan wehre nicht:
Daß Müttern / wie wir sind / das Mutter-Hertze bricht.","['Der', 'Sultan', 'wehre', 'nicht', ':', 'Daß', 'Müttern', '/', 'wie', 'wir', 'sind', '/', 'das', 'Mutter-Hertze', 'bricht', '.']",
497,"['ALIMA', 'FATIMA', 'unpersönlich']",,"['BAJAZETH', 'MACHMET', 'MURAT', 'SULEIMAN', 'unpersönlich']",,,,LSch,positiv,112923,CATMA_5E889230-6F9B-4E0F-9A54-1429B58026E6,7,Emotionen der Zuneigung,positiv,112873,Liebe,In Mutter-Brüsten brennt ein grösser Liebes-Feuer.,"['In', 'Mutter-Brüsten', 'brennt', 'ein', 'grösser', 'Liebes-Feuer', '.']",
498,,,,,,,LSch,negativ,112987,CATMA_E02CCB90-6012-4204-9115-00A3FDACF253,12,Emotionen der Ablehnung,negativ,112934,Ärger,Was träumt euch: daß der Fürst wird wider Liebe thun?,"['Was', 'träumt', 'euch', ':', 'daß', 'der', 'Fürst', 'wird', 'wider', 'Liebe', 'thun', '?']",
499,,,"['BAJAZETH', 'MACHMET', 'MURAT', 'SULEIMAN']",,,,LSch,positiv,112987,CATMA_FC455716-27C9-4B76-A043-F48237E4B709,12,Emotionen der Zuneigung,positiv,112934,Liebe,Was träumt euch: daß der Fürst wird wider Liebe thun?,"['Was', 'träumt', 'euch', ':', 'daß', 'der', 'Fürst', 'wird', 'wider', 'Liebe', 'thun', '?']",
500,,,,,,nur auf Sprachebene,LSch,positiv,113024,CATMA_4D25140C-34DF-4E83-86C1-1F8D06BAE275,6,Emotionen der Zuneigung,positiv,112997,Liebe,Wer liebt / der eyfert auch,"['Wer', 'liebt', '/', 'der', 'eyfert', 'auch']",
501,FATIMA,,,,,,LSch,negativ,113132,CATMA_15D49F0D-7417-4BDF-888D-CE0055E91A8F,20,Emotionen der Angst,negativ,113027,Angst,"und Argwohn läßt nicht ruhn
Ein Hertze / wo sich schon für das Gesichte stellet
Ein Schatten der Gefahr.
","['und', 'Argwohn', 'läßt', 'nicht', 'ruhn', 'Ein', 'Hertze', '/', 'wo', 'sich', 'schon', 'für', 'das', 'Gesichte', 'stellet', 'Ein', 'Schatten', 'der', 'Gefahr', '.']",
502,,,IBRAHIM,,,,LSch,negativ,113521,CATMA_97DE0F01-9107-42C8-ACED-802A2B45B5A5,32,Emotionen der Angst,negativ,113342,Angst,"Wir finden uns bestürtzt. Denn Ibrahms Augen schicken
Auf seine Zweig und uns gewohnte Strahlen nicht
Und holden Liebesreitz. Zorn / Rach und Eyfer bricht
Auß iedem Blick herfür.
","['Wir', 'finden', 'uns', 'bestürtzt', '.', 'Denn', 'Ibrahms', 'Augen', 'schicken', 'Auf', 'seine', 'Zweig', 'und', 'uns', 'gewohnte', 'Strahlen', 'nicht', 'Und', 'holden', 'Liebesreitz', '.', 'Zorn', '/', 'Rach', 'und', 'Eyfer', 'bricht', 'Auß', 'iedem', 'Blick', 'herfür', '.']",
503,IBRAHIM,ALIMA,,,,,LSch,positiv,113467,CATMA_1560FE23-2006-48DB-B70B-628DDEEA4903,16,Emotionen der Zuneigung,positiv,113368,Liebe,"Denn Ibrahms Augen schicken
Auf seine Zweig und uns gewohnte Strahlen nicht
Und holden Liebesreitz.","['Denn', 'Ibrahms', 'Augen', 'schicken', 'Auf', 'seine', 'Zweig', 'und', 'uns', 'gewohnte', 'Strahlen', 'nicht', 'Und', 'holden', 'Liebesreitz', '.']",
504,IBRAHIM,ALIMA,,,,,LSch,negativ,113521,CATMA_F8574287-6AAA-49CF-9F31-65FDD6DC2618,11,Emotionen der Ablehnung,negativ,113468,Abscheu,"Zorn / Rach und Eyfer bricht
Auß iedem Blick herfür.
","['Zorn', '/', 'Rach', 'und', 'Eyfer', 'bricht', 'Auß', 'iedem', 'Blick', 'herfür', '.']",
505,IBRAHIM,,,,,,LSch,negativ,113609,CATMA_9E300571-429F-4D4B-82B7-E2B3915E83FF,12,Emotionen der Ablehnung,negativ,113543,Abscheu,"Sie sollen sterben /
Ihr aufgeopfert Blutt sol diese Sebel färben!","['Sie', 'sollen', 'sterben', '/', 'Ihr', 'aufgeopfert', 'Blutt', 'sol', 'diese', 'Sebel', 'färben', '!']",
506,KIOSEM,,,,,,LSch,negativ,113678,CATMA_E57A884F-1574-41D9-B4B9-5202EFABE8D4,14,Emotionen der Angst,negativ,113620,Angst,Mein Fürst / mein Sohn / ist er bey Witz und bey Vernunft?,"['Mein', 'Fürst', '/', 'mein', 'Sohn', '/', 'ist', 'er', 'bey', 'Witz', 'und', 'bey', 'Vernunft', '?']",
507,IBRAHIM,,,,,,LSch,negativ,113736,CATMA_9B58AA59-E688-4B2B-84CE-3C613B77C324,6,Emotionen der Ablehnung,negativ,113689,Ärger,Mißbrauchstu frevelnde schon deine Wiederkunft?,"['Mißbrauchstu', 'frevelnde', 'schon', 'deine', 'Wiederkunft', '?']",
508,"['ALIMA', 'FATIMA']",,IBRAHIM,,,,LSch,negativ,113783,CATMA_D42F660F-A986-4465-82E6-0A2750D0793C,9,Emotionen der Angst,negativ,113754,Verzweiflung,Hilf Himmel! halt! ach! halt!,"['Hilf', 'Himmel', '!', 'halt', '!', 'ach', '!', 'halt', '!']",
509,IBRAHIM,,,,,,LSch,negativ,113821,CATMA_BB749D0F-5D95-452E-A96D-6A77AE6D7AE5,6,Emotionen der Ablehnung,negativ,113795,Ärger,Wolt ihr Gewalt hier üben?,"['Wolt', 'ihr', 'Gewalt', 'hier', 'üben', '?']",
510,,KIOSEM,"['BAJAZETH', 'MACHMET', 'MURAT', 'SULEIMAN']",,,,LSch,positiv,113885,CATMA_DBCFC9A5-9103-4601-AB7E-3D5968CD0DB4,11,Emotionen der Zuneigung,positiv,113831,Liebe,Die sündigen in nichts / die so sehr hertzlich lieben.,"['Die', 'sündigen', 'in', 'nichts', '/', 'die', 'so', 'sehr', 'hertzlich', 'lieben', '.']",
511,,,"['ALIMA', 'FATIMA']",,,,LSch,negativ,113947,CATMA_BDC84190-63A9-4B1A-B0AB-2887051DAA79,12,Emotionen der Ablehnung,negativ,113896,Ärger,Laßt uns mit diesem frey / was unser ist / gebahrn.,"['Laßt', 'uns', 'mit', 'diesem', 'frey', '/', 'was', 'unser', 'ist', '/', 'gebahrn', '.']",
512,,,IBRAHIM,,,,LSch,negativ,114003,CATMA_5E75730B-42E8-47BC-8318-9ABDE213E625,10,Emotionen der Angst,negativ,113957,Verzweiflung,Laß uns die Sebel eh durch unsre Brüste fahrn!,"['Laß', 'uns', 'die', 'Sebel', 'eh', 'durch', 'unsre', 'Brüste', 'fahrn', '!']",
513,IBRAHIM,,"['ALIMA', 'FATIMA']",,,,LSch,negativ,114062,CATMA_88F7BB39-6798-4D1E-92F5-EDEEEE967A88,9,Emotionen der Ablehnung,negativ,114014,Ärger,"Sol ihr und euer Blutt zusammen sich vermengen?
","['Sol', 'ihr', 'und', 'euer', 'Blutt', 'zusammen', 'sich', 'vermengen', '?']",
514,,,,,,,LSch,positiv,114228,CATMA_C6FC0D63-BC3A-4DCF-857F-103D2328B1B8,29,Emotionen der Freude,positiv,114070,Freude,"Ja! meine Glieder solln diß Schwerdt mit Lust besprengen /
Ich wil die Adern mir selbst schneiden morsch entzwey:
Daß meine Leiche nur ihr Lebens-Pfeiler sey.","['Ja', '!', 'meine', 'Glieder', 'solln', 'diß', 'Schwerdt', 'mit', 'Lust', 'besprengen', '/', 'Ich', 'wil', 'die', 'Adern', 'mir', 'selbst', 'schneiden', 'morsch', 'entzwey', ':', 'Daß', 'meine', 'Leiche', 'nur', 'ihr', 'Lebens-Pfeiler', 'sey', '.']",
515,,,,,,,LSch,negativ,114589,CATMA_2D9FEB37-3D37-42DA-ACA3-D6FB9978A8EA,102,Emotionen der Angst,negativ,114070,Verzweiflung,"Ja! meine Glieder solln diß Schwerdt mit Lust besprengen /
Ich wil die Adern mir selbst schneiden morsch entzwey:
Daß meine Leiche nur ihr Lebens-Pfeiler sey.
Der Fürst erwäge doch: kein Geyer frißt die Jungen;
Und er wil / die von ihm auß seiner Hüft entsprungen /
Die Antheil seines Blutts / ja seine Seele sind /

Als Knechte schlachten ab. Was kan ein solches Kind /
Das selbst die Unschuld ist / und nichts nicht kan verbrechen /
Ja das / was Sünde sey / noch nicht weiß außzusprechen /
Für Lasters schuldig seyn?
","['Ja', '!', 'meine', 'Glieder', 'solln', 'diß', 'Schwerdt', 'mit', 'Lust', 'besprengen', '/', 'Ich', 'wil', 'die', 'Adern', 'mir', 'selbst', 'schneiden', 'morsch', 'entzwey', ':', 'Daß', 'meine', 'Leiche', 'nur', 'ihr', 'Lebens-Pfeiler', 'sey', '.', 'Der', 'Fürst', 'erwäge', 'doch', ':', 'kein', 'Geyer', 'frißt', 'die', 'Jungen', ';', 'Und', 'er', 'wil', '/', 'die', 'von', 'ihm', 'auß', 'seiner', 'Hüft', 'entsprungen', '/', 'Die', 'Antheil', 'seines', 'Blutts', '/', 'ja', 'seine', 'Seele', 'sind', '/', 'Als', 'Knechte', 'schlachten', 'ab', '.', 'Was', 'kan', 'ein', 'solches', 'Kind', '/', 'Das', 'selbst', 'die', 'Unschuld', 'ist', '/', 'und', 'nichts', 'nicht', 'kan', 'verbrechen', '/', 'Ja', 'das', '/', 'was', 'Sünde', 'sey', '/', 'noch', 'nicht', 'weiß', 'außzusprechen', '/', 'Für', 'Lasters', 'schuldig', 'seyn', '?']",
516,,,,,,,LSch,negativ,114654,CATMA_92383184-AD3A-455F-9F41-031596965960,9,Emotionen der Ablehnung,negativ,114600,Ärger,"Solln wir dir Rechenschaft
Von unserm Rathschluß thun?","['Solln', 'wir', 'dir', 'Rechenschaft', 'Von', 'unserm', 'Rathschluß', 'thun', '?']",
517,,,,,,,LSch,negativ,115762,CATMA_3A3E6E43-7B9F-48ED-B24F-E12111CEA51C,210,Emotionen der Angst,negativ,114665,Verzweiflung,"Entfällt nun alle Kraft
Der ärmsten Fatima? kan mehr kein Strahl mehr brennen
Der Augen / die der Fürst zwey Sonnen pflegt zu nennen?
Weil sie für Liebreitz itzt mit Thränen schwanger gehn.
Ist der vor schöne Mund dem Sultan nicht mehr schön?
Weil kein beweglich Wortt ihm kan sein Hertz durchschneiden /
Ist diese Brust / die vor ein Köcher seiner Freuden
Sein Irrdisch Himmel war; Geist- Trieb- und Anmuth-leer;
Und tausend Seufzer kwälln auß ihren Klippen her?
Der edle Zimmetbaum trägt desto bessern Zimmet /
Je öfter man von ihm die kräftge Rind abnimmet:
Gall-Aepfel aber bringt ein Weib das ander Jahr /
Wo gleich die erste Frucht Granaten-Blühte war.
Ach! leider! drumb so fallt / ihr Kinder / ihm zu Füssen!
Besänftigt Grimm und Schwerdt mit Thränen-reichen Küssen!
Fallt! und umbarmt sein Knie / eh ihr durchs Schwerdt hinfallt.
Fallt! bittet! biß ihm auch das Vater-Hertze wallt!
Geh / schönster Machmet / geh umb dich ihm außzusöhnen!
Geh wirf das Haupt / das man zum Käyser noch wird krönen /
Dem Vater unterm Fuß! Geh du auch Bajazeth /
In dem Fürst Ibrahim selbst abgebildet steht!
","['Entfällt', 'nun', 'alle', 'Kraft', 'Der', 'ärmsten', 'Fatima', '?', 'kan', 'mehr', 'kein', 'Strahl', 'mehr', 'brennen', 'Der', 'Augen', '/', 'die', 'der', 'Fürst', 'zwey', 'Sonnen', 'pflegt', 'zu', 'nennen', '?', 'Weil', 'sie', 'für', 'Liebreitz', 'itzt', 'mit', 'Thränen', 'schwanger', 'gehn', '.', 'Ist', 'der', 'vor', 'schöne', 'Mund', 'dem', 'Sultan', 'nicht', 'mehr', 'schön', '?', 'Weil', 'kein', 'beweglich', 'Wortt', 'ihm', 'kan', 'sein', 'Hertz', 'durchschneiden', '/', 'Ist', 'diese', 'Brust', '/', 'die', 'vor', 'ein', 'Köcher', 'seiner', 'Freuden', 'Sein', 'Irrdisch', 'Himmel', 'war', ';', 'Geist-', 'Trieb-', 'und', 'Anmuth-leer', ';', 'Und', 'tausend', 'Seufzer', 'kwälln', 'auß', 'ihren', 'Klippen', 'her', '?', 'Der', 'edle', 'Zimmetbaum', 'trägt', 'desto', 'bessern', 'Zimmet', '/', 'Je', 'öfter', 'man', 'von', 'ihm', 'die', 'kräftge', 'Rind', 'abnimmet', ':', 'Gall-Aepfel', 'aber', 'bringt', 'ein', 'Weib', 'das', 'ander', 'Jahr', '/', 'Wo', 'gleich', 'die', 'erste', 'Frucht', 'Granaten-Blühte', 'war', '.', 'Ach', '!', 'leider', '!', 'drumb', 'so', 'fallt', '/', 'ihr', 'Kinder', '/', 'ihm', 'zu', 'Füssen', '!', 'Besänftigt', 'Grimm', 'und', 'Schwerdt', 'mit', 'Thränen-reichen', 'Küssen', '!', 'Fallt', '!', 'und', 'umbarmt', 'sein', 'Knie', '/', 'eh', 'ihr', 'durchs', 'Schwerdt', 'hinfallt', '.', 'Fallt', '!', 'bittet', '!', 'biß', 'ihm', 'auch', 'das', 'Vater-Hertze', 'wallt', '!', 'Geh', '/', 'schönster', 'Machmet', '/', 'geh', 'umb', 'dich', 'ihm', 'außzusöhnen', '!', 'Geh', 'wirf', 'das', 'Haupt', '/', 'das', 'man', 'zum', 'Käyser', 'noch', 'wird', 'krönen', '/', 'Dem', 'Vater', 'unterm', 'Fuß', '!', 'Geh', 'du', 'auch', 'Bajazeth', '/', 'In', 'dem', 'Fürst', 'Ibrahim', 'selbst', 'abgebildet', 'steht', '!']",
518,,FATIMA,FATIMA,,,,LSch,positiv,115047,CATMA_9463DA10-552B-4D2A-A520-7FA00D46656D,36,Emotionen der Zuneigung,positiv,114855,Liebe,"Ist der vor schöne Mund dem Sultan nicht mehr schön?
Weil kein beweglich Wortt ihm kan sein Hertz durchschneiden /
Ist diese Brust / die vor ein Köcher seiner Freuden
Sein Irrdisch Himmel war;","['Ist', 'der', 'vor', 'schöne', 'Mund', 'dem', 'Sultan', 'nicht', 'mehr', 'schön', '?', 'Weil', 'kein', 'beweglich', 'Wortt', 'ihm', 'kan', 'sein', 'Hertz', 'durchschneiden', '/', 'Ist', 'diese', 'Brust', '/', 'die', 'vor', 'ein', 'Köcher', 'seiner', 'Freuden', 'Sein', 'Irrdisch', 'Himmel', 'war', ';']",
519,FATIMA,,,,,,LSch,positiv,115762,CATMA_3546FCDA-D27F-40A0-958C-3383C6FB022A,85,Emotionen der Zuneigung,positiv,115337,Liebe,"drumb so fallt / ihr Kinder / ihm zu Füssen!
Besänftigt Grimm und Schwerdt mit Thränen-reichen Küssen!
Fallt! und umbarmt sein Knie / eh ihr durchs Schwerdt hinfallt.
Fallt! bittet! biß ihm auch das Vater-Hertze wallt!
Geh / schönster Machmet / geh umb dich ihm außzusöhnen!
Geh wirf das Haupt / das man zum Käyser noch wird krönen /
Dem Vater unterm Fuß! Geh du auch Bajazeth /
In dem Fürst Ibrahim selbst abgebildet steht!
","['drumb', 'so', 'fallt', '/', 'ihr', 'Kinder', '/', 'ihm', 'zu', 'Füssen', '!', 'Besänftigt', 'Grimm', 'und', 'Schwerdt', 'mit', 'Thränen-reichen', 'Küssen', '!', 'Fallt', '!', 'und', 'umbarmt', 'sein', 'Knie', '/', 'eh', 'ihr', 'durchs', 'Schwerdt', 'hinfallt', '.', 'Fallt', '!', 'bittet', '!', 'biß', 'ihm', 'auch', 'das', 'Vater-Hertze', 'wallt', '!', 'Geh', '/', 'schönster', 'Machmet', '/', 'geh', 'umb', 'dich', 'ihm', 'außzusöhnen', '!', 'Geh', 'wirf', 'das', 'Haupt', '/', 'das', 'man', 'zum', 'Käyser', 'noch', 'wird', 'krönen', '/', 'Dem', 'Vater', 'unterm', 'Fuß', '!', 'Geh', 'du', 'auch', 'Bajazeth', '/', 'In', 'dem', 'Fürst', 'Ibrahim', 'selbst', 'abgebildet', 'steht', '!']",
520,,,,,,,LSch,negativ,115927,CATMA_DAF535CC-0554-44BB-B4C9-55BA0EB89F08,36,Emotionen der Ablehnung,negativ,115773,Abscheu,"Wagt ihr beym Winseln euch die Armen uns zu halten?
Ich schwer es: daß ihr all auch solt / wie sie erkalten /
Wo ihr noch euren Arm / ja eine Lippe regt.
","['Wagt', 'ihr', 'beym', 'Winseln', 'euch', 'die', 'Armen', 'uns', 'zu', 'halten', '?', 'Ich', 'schwer', 'es', ':', 'daß', 'ihr', 'all', 'auch', 'solt', '/', 'wie', 'sie', 'erkalten', '/', 'Wo', 'ihr', 'noch', 'euren', 'Arm', '/', 'ja', 'eine', 'Lippe', 'regt', '.']",
521,FATIMA,,,,,,LSch,negativ,116443,CATMA_D53D4C2F-8397-4F28-B966-6EBA1940597C,9,Emotionen der Angst,negativ,116394,Verzweiflung,Ach! meinen Machmet muß die Erst-geburth befreyn.,"['Ach', '!', 'meinen', 'Machmet', 'muß', 'die', 'Erst-geburth', 'befreyn', '.']",
522,,,,,,,LSch,negativ,116699,CATMA_A21844F2-707E-4DE1-9B96-300533E2447A,47,Emotionen der Angst,negativ,116452,Verzweiflung,"Für meinen Murat kämpft der Himmel und die Sternen /117


Den in der Wiegen schon die Persen fürchten lernen /
Den die Wahrsagung längst zum Wunder hat gemacht /
Weil ich ihn gleich gebahr / im Mertz / als Tag und Nacht
Recht gleiche Stunden hat.
","['Für', 'meinen', 'Murat', 'kämpft', 'der', 'Himmel', 'und', 'die', 'Sternen', '/117', 'Den', 'in', 'der', 'Wiegen', 'schon', 'die', 'Persen', 'fürchten', 'lernen', '/', 'Den', 'die', 'Wahrsagung', 'längst', 'zum', 'Wunder', 'hat', 'gemacht', '/', 'Weil', 'ich', 'ihn', 'gleich', 'gebahr', '/', 'im', 'Mertz', '/', 'als', 'Tag', 'und', 'Nacht', 'Recht', 'gleiche', 'Stunden', 'hat', '.']",
523,FATIMA,,,,,,LSch,negativ,116810,CATMA_73E47642-DDE7-4ECF-A82F-67D4325D76EF,16,Emotionen der Angst,negativ,116709,Verzweiflung,"Die Sternen werden kämpffen118


Für meinen Suleiman / der alle Feinde dämpffen
Der Musulmänner sol.
","['Die', 'Sternen', 'werden', 'kämpffen118', 'Für', 'meinen', 'Suleiman', '/', 'der', 'alle', 'Feinde', 'dämpffen', 'Der', 'Musulmänner', 'sol', '.']",
524,HAGAR,,,,,,LSch,positiv,116939,CATMA_F387B290-C570-4275-82E5-B077CE624413,19,Emotionen der Zuneigung,positiv,116819,Verehrung,"Mein schöner Bajazeth
Ein Außbund der Natur / mein holder Orcan steht
In das Verhängniß-Buch des Himmels eingeschrieben:","['Mein', 'schöner', 'Bajazeth', 'Ein', 'Außbund', 'der', 'Natur', '/', 'mein', 'holder', 'Orcan', 'steht', 'In', 'das', 'Verhängniß-Buch', 'des', 'Himmels', 'eingeschrieben', ':']",
525,unpersönlich,HAGAR,,,,,LSch,negativ,117047,CATMA_BF78A1B4-6712-4A19-8BAE-2678052A6202,27,Emotionen der Ablehnung,negativ,116889,Abscheu,"In das Verhängniß-Buch des Himmels eingeschrieben:119


Daß / wer an ihnen wird Gewalt und Grimm auß-üben /
Sol ewig seyn verdammt / wärs gleich ein Musulman!","['In', 'das', 'Verhängniß-Buch', 'des', 'Himmels', 'eingeschrieben:119', 'Daß', '/', 'wer', 'an', 'ihnen', 'wird', 'Gewalt', 'und', 'Grimm', 'auß-üben', '/', 'Sol', 'ewig', 'seyn', 'verdammt', '/', 'wärs', 'gleich', 'ein', 'Musulman', '!']",
526,SCHATRADELER,,,,,,LSch,negativ,117266,CATMA_537E157F-7A95-4CEE-A6E3-74BCD670CA33,34,Emotionen der Ablehnung,negativ,117069,Abscheu,"Den Kinder-Mördern wird kein Blatt nicht kleben an
Des heiligen Papiers / noch der gefärbten Rosen121


Vom Blutte Mahumeds / wenn sie die Kwal gelosen
Und über glüend Ertzt ins Paradiß solln gehn.","['Den', 'Kinder-Mördern', 'wird', 'kein', 'Blatt', 'nicht', 'kleben', 'an', 'Des', 'heiligen', 'Papiers', '/', 'noch', 'der', 'gefärbten', 'Rosen121', 'Vom', 'Blutte', 'Mahumeds', '/', 'wenn', 'sie', 'die', 'Kwal', 'gelosen', 'Und', 'über', 'glüend', 'Ertzt', 'ins', 'Paradiß', 'solln', 'gehn', '.']",
527,,,,,,,LSch,negativ,117321,CATMA_6E54D886-580A-47F5-946F-DFD76B52FD08,8,Emotionen der Ablehnung,negativ,117278,Abscheu,Wil dieser Kefer auch dem Adler widerstehn?,"['Wil', 'dieser', 'Kefer', 'auch', 'dem', 'Adler', 'widerstehn', '?']",
528,,,,,,,LSch,positiv,117383,CATMA_6ED2D960-8E3A-4D06-8D91-72092A94CE68,10,Emotionen der Zuneigung,positiv,117337,Liebe,Man hat die Kinder mir gebunden auf die Seele.,"['Man', 'hat', 'die', 'Kinder', 'mir', 'gebunden', 'auf', 'die', 'Seele', '.']",
529,IBRAHIM,,SCHATRADELER,,,,LSch,negativ,117440,CATMA_27EE259D-9D8A-43F7-9D2A-56525DAEFBEF,11,Emotionen der Ablehnung,negativ,117394,Abscheu,So fahre denn / vorher für sie ins Todes Höle.,"['So', 'fahre', 'denn', '/', 'vorher', 'für', 'sie', 'ins', 'Todes', 'Höle', '.']",
530,"['ALIMA', 'FATIMA']",,,,,,LSch,negativ,117483,CATMA_76DE5522-CB50-46B0-8FDB-DBB9A5B06F21,6,Emotionen der Angst,negativ,117458,Verzweiflung,"Hilf Himmel! er vergeht.
","['Hilf', 'Himmel', '!', 'er', 'vergeht', '.']",
531,,,,,,,LSch,positiv,117549,CATMA_ECFFC3D9-1288-4A38-A7BC-B84273045D6B,15,Emotionen der Zuneigung,positiv,117494,Verehrung,"Herr Vater / ach! er schon'!
Ich bin sein treues Kind.
","['Herr', 'Vater', '/', 'ach', '!', 'er', 'schon', ""'"", '!', 'Ich', 'bin', 'sein', 'treues', 'Kind', '.']",
532,,,,,,,LSch,negativ,117548,CATMA_3C4B7929-43CF-4585-8558-88795C723411,15,Emotionen der Angst,negativ,117494,Verzweiflung,"Herr Vater / ach! er schon'!
Ich bin sein treues Kind.","['Herr', 'Vater', '/', 'ach', '!', 'er', 'schon', ""'"", '!', 'Ich', 'bin', 'sein', 'treues', 'Kind', '.']",
533,,,IBRAHIM,,,,LSch,negativ,117615,CATMA_A1457D10-7ECE-4F6C-9468-9906D4D232F4,11,Emotionen der Angst,negativ,117561,Verzweiflung,"Und ich sein liebster Sohn /
Der nichts gesündigt hat.","['Und', 'ich', 'sein', 'liebster', 'Sohn', '/', 'Der', 'nichts', 'gesündigt', 'hat', '.']",
534,,,IBRAHIM,,,,LSch,positiv,117615,CATMA_BD317C69-EE42-4EE9-BE93-DA4F2F52F9D5,11,Emotionen der Zuneigung,positiv,117561,Verehrung,"Und ich sein liebster Sohn /
Der nichts gesündigt hat.","['Und', 'ich', 'sein', 'liebster', 'Sohn', '/', 'Der', 'nichts', 'gesündigt', 'hat', '.']",
535,,,,,,,LSch,positiv,117716,CATMA_F2AFFAC8-B692-4B83-9F6D-A595DCD59FCF,20,Emotionen der Zuneigung,positiv,117628,Verehrung,"Laßt uns den Fuß ihm küssen:
Daß Er uns selbst nicht würgt / wenn wir ja sterben müssen.","['Laßt', 'uns', 'den', 'Fuß', 'ihm', 'küssen', ':', 'Daß', 'Er', 'uns', 'selbst', 'nicht', 'würgt', '/', 'wenn', 'wir', 'ja', 'sterben', 'müssen', '.']",
536,,,,,,,LSch,negativ,117716,CATMA_D744B92F-0A72-4EA9-9003-44D5EF75305C,20,Emotionen der Angst,negativ,117628,Verzweiflung,"Laßt uns den Fuß ihm küssen:
Daß Er uns selbst nicht würgt / wenn wir ja sterben müssen.","['Laßt', 'uns', 'den', 'Fuß', 'ihm', 'küssen', ':', 'Daß', 'Er', 'uns', 'selbst', 'nicht', 'würgt', '/', 'wenn', 'wir', 'ja', 'sterben', 'müssen', '.']",
537,,,,,,,LSch,negativ,117757,CATMA_71D7FBBC-0304-45A2-88B5-02829019181A,8,Emotionen der Angst,negativ,117726,Verzweiflung,Ach! Mutter helfft / ich sterb!,"['Ach', '!', 'Mutter', 'helfft', '/', 'ich', 'sterb', '!']",
538,ALIMA,,,,,,LSch,negativ,117795,CATMA_61ADD4A7-4CF3-40FE-A9CE-4DCB9A5F82C8,8,Emotionen der Angst,negativ,117766,Verzweiflung,Hilff Himmel! ach! mein Kind!,"['Hilff', 'Himmel', '!', 'ach', '!', 'mein', 'Kind', '!']",
539,KIOSEM,,,,,,LSch,negativ,117863,CATMA_0DF87802-3867-43FD-9FC6-E42D073A8720,14,Emotionen der Ablehnung,negativ,117805,Abscheu,Weist dus / du Blutthund / nicht: daß's deine Kinder sind!,"['Weist', 'dus', '/', 'du', 'Blutthund', '/', 'nicht', ':', 'daß', ""'s"", 'deine', 'Kinder', 'sind', '!']",
540,,,,,,,LSch,negativ,118009,CATMA_15C5CC67-1509-47EB-AEA1-E368F5CD6811,27,Emotionen der Ablehnung,negativ,117872,Abscheu,"Du Raben-Vater du / welch Thier frißt seine Jungen?
Welch Drache seine Frucht? wohl hastu's Kind verschlungen /
So friß die Mutter auch.
","['Du', 'Raben-Vater', 'du', '/', 'welch', 'Thier', 'frißt', 'seine', 'Jungen', '?', 'Welch', 'Drache', 'seine', 'Frucht', '?', 'wohl', 'hastu', ""'s"", 'Kind', 'verschlungen', '/', 'So', 'friß', 'die', 'Mutter', 'auch', '.']",
