,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
190,,,,,,ER,Emotionale Bewegtheit,37139,CATMA_AB450B22-F1D0-4EBF-8A9A-34AC6144F4FD,107,Emotionale Bewegtheit,Emotionale Bewegtheit,36583,Emotionale Bewegtheit,"Nein, nein. Ist Doris schon eine Sclavin, eine Frembde, eine Ausländerin, so wird sie doch niemand heißen, um eine andere zu erhöhen, sich selbst in den Abgrund der Verzweÿfelung zu stürtzen. Es ist wahr, ich bin eine Liebhaberin, getreu und beständig, und einer solchen gebührts auch mit Gefahr des Lebens, die geliebte Person nicht in frembde Hände kommen zu laßen. Aber ich bin auch ein Königs Kind, und hochgebohrne Gemüther müßen ihr Versprechen niehmahls zurück ziehen. Es seÿ den so, ich muß Orontes dahin bewegen, der Arsinoë Verlangen zu vergnügen","['Nein', ',', 'nein', '.', 'Ist', 'Doris', 'schon', 'eine', 'Sclavin', ',', 'eine', 'Frembde', ',', 'eine', 'Ausländerin', ',', 'so', 'wird', 'sie', 'doch', 'niemand', 'heißen', ',', 'um', 'eine', 'andere', 'zu', 'erhöhen', ',', 'sich', 'selbst', 'in', 'den', 'Abgrund', 'der', 'Verzweÿfelung', 'zu', 'stürtzen', '.', 'Es', 'ist', 'wahr', ',', 'ich', 'bin', 'eine', 'Liebhaberin', ',', 'getreu', 'und', 'beständig', ',', 'und', 'einer', 'solchen', 'gebührts', 'auch', 'mit', 'Gefahr', 'des', 'Lebens', ',', 'die', 'geliebte', 'Person', 'nicht', 'in', 'frembde', 'Hände', 'kommen', 'zu', 'laßen', '.', 'Aber', 'ich', 'bin', 'auch', 'ein', 'Königs', 'Kind', ',', 'und', 'hochgebohrne', 'Gemüther', 'müßen', 'ihr', 'Versprechen', 'niehmahls', 'zurück', 'ziehen', '.', 'Es', 'seÿ', 'den', 'so', ',', 'ich', 'muß', 'Orontes', 'dahin', 'bewegen', ',', 'der', 'Arsinoë', 'Verlangen', 'zu', 'vergnügen']",
191,,,,,,ER,positiv,36949,CATMA_78F1F286-2A1C-494D-8190-5636F21FBB29,33,Emotionen der Zuneigung,positiv,36775,Liebe,"Es ist wahr, ich bin eine Liebhaberin, getreu und beständig, und einer solchen gebührts auch mit Gefahr des Lebens, die geliebte Person nicht in frembde Hände kommen zu laßen","['Es', 'ist', 'wahr', ',', 'ich', 'bin', 'eine', 'Liebhaberin', ',', 'getreu', 'und', 'beständig', ',', 'und', 'einer', 'solchen', 'gebührts', 'auch', 'mit', 'Gefahr', 'des', 'Lebens', ',', 'die', 'geliebte', 'Person', 'nicht', 'in', 'frembde', 'Hände', 'kommen', 'zu', 'laßen']",
192,,,,,,ER,positiv,37773,CATMA_830E3B37-6F75-4DAF-990F-427201134B57,77,Emotionen der Zuneigung,positiv,37336,Verehrung,"so geschehe es durch Anschauung einer glückseligen Verbündnüß, ein freudenvolles Beÿlager wird Arsinoë aus aller Betrübnüß, und mich von der Welt reißen. Arsinoë hat mir das Leben gegeben, durch Arsinoë will ich es verliehren; es sehe alhier die Liebe, daß die Strenge eines so starcken Affects der aufrichtigen Treue und Freundschafft in einen königlichen Hertzen weichen müße, es gehe alles zu Grunde, wann nur die Ehre erhalten wird. ","['so', 'geschehe', 'es', 'durch', 'Anschauung', 'einer', 'glückseligen', 'Verbündnüß', ',', 'ein', 'freudenvolles', 'Beÿlager', 'wird', 'Arsinoë', 'aus', 'aller', 'Betrübnüß', ',', 'und', 'mich', 'von', 'der', 'Welt', 'reißen', '.', 'Arsinoë', 'hat', 'mir', 'das', 'Leben', 'gegeben', ',', 'durch', 'Arsinoë', 'will', 'ich', 'es', 'verliehren', ';', 'es', 'sehe', 'alhier', 'die', 'Liebe', ',', 'daß', 'die', 'Strenge', 'eines', 'so', 'starcken', 'Affects', 'der', 'aufrichtigen', 'Treue', 'und', 'Freundschafft', 'in', 'einen', 'königlichen', 'Hertzen', 'weichen', 'müße', ',', 'es', 'gehe', 'alles', 'zu', 'Grunde', ',', 'wann', 'nur', 'die', 'Ehre', 'erhalten', 'wird', '.']",
193,,golo,,,,ER,negativ,38397,CATMA_333CF8C9-F1BF-43D7-B18C-0A2B2CE8430B,3,Emotionen des Leids,negativ,38379,Leid,der gestern weinte,"['der', 'gestern', 'weinte']",
194,,golo,,,,ER,positiv,38430,CATMA_9CE94881-42F0-4949-A549-EEE13FC43DC2,6,Emotionen der Freude,positiv,38399,Freude,will sich heute zu Todte lachen,"['will', 'sich', 'heute', 'zu', 'Todte', 'lachen']",
195,,golo,,,,ER,negativ,38461,CATMA_82A0A8D3-BF29-4D6D-842F-3F04F47606EB,7,Emotionen des Leids,negativ,38432,Leid,"Eine Seele, die bald traurig,","['Eine', 'Seele', ',', 'die', 'bald', 'traurig', ',']",
196,unpersönlich,golo,,,,ER,positiv,38505,CATMA_EE7E9F1D-D559-43E8-83AF-6BF55C8BACCD,10,Emotionen der Freude,positiv,38462,Freude,"bald lustig ist, die freuet sich in Friede,","['bald', 'lustig', 'ist', ',', 'die', 'freuet', 'sich', 'in', 'Friede', ',']",
197,golo,,,,,ER,negativ,40050,CATMA_B3AC2928-7E43-405F-90C2-E8D57778CF22,23,Emotionen des Leids,negativ,39937,Leid,"O du artige Alamodische Welt, in der ein jedweder sein Handwerck hat, mit was vor Art Leuten bistu doch angefült?","['O', 'du', 'artige', 'Alamodische', 'Welt', ',', 'in', 'der', 'ein', 'jedweder', 'sein', 'Handwerck', 'hat', ',', 'mit', 'was', 'vor', 'Art', 'Leuten', 'bistu', 'doch', 'angefült', '?']",
198,,,,,,ER,negativ,40441,CATMA_269EAD9C-F7CA-4920-91B0-F67E74173895,11,Emotionen der Ablehnung,negativ,40379,Ärger,"Wer verstöhret meine Ruh? Wer müßgönnet mir meine Vergnügung?
","['Wer', 'verstöhret', 'meine', 'Ruh', '?', 'Wer', 'müßgönnet', 'mir', 'meine', 'Vergnügung', '?']",
199,,,,,,ER,negativ,40743,CATMA_DF05EC2C-5AE7-422B-AAE4-D886A7CD8FD4,36,Emotionen des Leids,negativ,40553,Leid,"Laß mich, lieber Freund Golo, ach laß mich zu frieden, ich bin von bitterer Bemühung schläfrig worden, und habe mich deßwegen ein wenig außzurasten, in die Schooß der Kräuter niedergeleget.
","['Laß', 'mich', ',', 'lieber', 'Freund', 'Golo', ',', 'ach', 'laß', 'mich', 'zu', 'frieden', ',', 'ich', 'bin', 'von', 'bitterer', 'Bemühung', 'schläfrig', 'worden', ',', 'und', 'habe', 'mich', 'deßwegen', 'ein', 'wenig', 'außzurasten', ',', 'in', 'die', 'Schooß', 'der', 'Kräuter', 'niedergeleget', '.']",
200,golo,,,,,ER,negativ,41121,CATMA_BE6380E9-FABC-4208-A055-74C529C25EE2,16,Emotionen der Ablehnung,negativ,41043,Abscheu,"Fort, stehe auf du Türck, du Dieb, du übelgeschaffener und ungetreuer Schelm.
","['Fort', ',', 'stehe', 'auf', 'du', 'Türck', ',', 'du', 'Dieb', ',', 'du', 'übelgeschaffener', 'und', 'ungetreuer', 'Schelm', '.']",
201,doris,,,,,ER,negativ,41218,CATMA_27C09E74-FB92-4CE6-9D6C-8EE625FACDC1,6,Emotionen des Leids,negativ,41193,Leid,"Ach, ums Himmels willen!
","['Ach', ',', 'ums', 'Himmels', 'willen', '!']",
202,,,,,,ER,negativ,41346,CATMA_2378E38A-F60E-48F8-922B-C001D474BD62,24,Emotionen der Ablehnung,negativ,41225,Abscheu,"Wilstu nicht nach meinem Worten hören, so will ich meine Hände und Füße gebrauchen, dich hinweg zu treiben.
Schlägt ihm.
","['Wilstu', 'nicht', 'nach', 'meinem', 'Worten', 'hören', ',', 'so', 'will', 'ich', 'meine', 'Hände', 'und', 'Füße', 'gebrauchen', ',', 'dich', 'hinweg', 'zu', 'treiben', '.', 'Schlägt', 'ihm', '.']",
203,doris,,,,,ER,negativ,41395,CATMA_4EC27929-6094-4469-96D3-35511AC0CD27,7,Emotionen des Leids,negativ,41354,Leid,Siehestu Himmel dieses und erdultest es? ,"['Siehestu', 'Himmel', 'dieses', 'und', 'erdultest', 'es', '?']",
204,,,,,,ER,negativ,41555,CATMA_301353D4-4532-4FD3-858A-B643DF8ACDB2,30,Emotionen des Leids,negativ,41395,Mitleid,"Freund Golo, wo einige Barmhertzigkeit in deinen Bußen wohnet, so habe doch Mittleÿden mit mir, meiner Unschuld, meines Alters, meiner Feßel und Ketten halber.
","['Freund', 'Golo', ',', 'wo', 'einige', 'Barmhertzigkeit', 'in', 'deinen', 'Bußen', 'wohnet', ',', 'so', 'habe', 'doch', 'Mittleÿden', 'mit', 'mir', ',', 'meiner', 'Unschuld', ',', 'meines', 'Alters', ',', 'meiner', 'Feßel', 'und', 'Ketten', 'halber', '.']",
205,golo,,,,,ER,negativ,41589,CATMA_0522D9C7-C7DB-4C3B-A5C0-3F69ECA1D443,7,Emotionen der Ablehnung,negativ,41562,Abscheu,"Nichts mehr, fort mit dir!
","['Nichts', 'mehr', ',', 'fort', 'mit', 'dir', '!']",
206,,,,,,ER,negativ,41884,CATMA_C9E4AC30-8928-4073-8F50-27529FDE1E8B,53,Emotionen des Leids,negativ,41597,Leid,"Siehe Golo, nim hin dieses schlechte Kleinodt, welches mir noch allein von so viel königlichen Schätzen übrig geblieben ist, und laße mich nur ein kleines Stündlein ruhen, ich kan vor Müthigkeit doch nicht arbeiten, ja der kan auch nicht leben, dem niehmahls einige Ruhe vergönnet wird.
","['Siehe', 'Golo', ',', 'nim', 'hin', 'dieses', 'schlechte', 'Kleinodt', ',', 'welches', 'mir', 'noch', 'allein', 'von', 'so', 'viel', 'königlichen', 'Schätzen', 'übrig', 'geblieben', 'ist', ',', 'und', 'laße', 'mich', 'nur', 'ein', 'kleines', 'Stündlein', 'ruhen', ',', 'ich', 'kan', 'vor', 'Müthigkeit', 'doch', 'nicht', 'arbeiten', ',', 'ja', 'der', 'kan', 'auch', 'nicht', 'leben', ',', 'dem', 'niehmahls', 'einige', 'Ruhe', 'vergönnet', 'wird', '.']",
207,,,,,,ER,negativ,42232,CATMA_1D55C359-D6E6-4771-BC8E-DC74789D0E31,66,Emotionen des Leids,negativ,41891,Mitleid,"Ich fühle schon etwas Mitleÿden beÿ mir. Wiße derohalben, daß ob ich schon gerecht bin, so bin ich doch auch barmhertzig. Ich vergönne dir die Ruhe, die Billigkeit heist mir solches, und mein eigener Nutzen treibet mich dazu, fraget aber nicht viel darnach wie die Welt urtheilet, ob ichs aus Mitleÿden oder wegen der Verehrung gethan habe.
","['Ich', 'fühle', 'schon', 'etwas', 'Mitleÿden', 'beÿ', 'mir', '.', 'Wiße', 'derohalben', ',', 'daß', 'ob', 'ich', 'schon', 'gerecht', 'bin', ',', 'so', 'bin', 'ich', 'doch', 'auch', 'barmhertzig', '.', 'Ich', 'vergönne', 'dir', 'die', 'Ruhe', ',', 'die', 'Billigkeit', 'heist', 'mir', 'solches', ',', 'und', 'mein', 'eigener', 'Nutzen', 'treibet', 'mich', 'dazu', ',', 'fraget', 'aber', 'nicht', 'viel', 'darnach', 'wie', 'die', 'Welt', 'urtheilet', ',', 'ob', 'ichs', 'aus', 'Mitleÿden', 'oder', 'wegen', 'der', 'Verehrung', 'gethan', 'habe', '.']",
208,,,,,,ER,negativ,42537,CATMA_8CD7F1D9-D245-4A86-AAD1-E7EF86480CA3,50,Emotionen des Leids,negativ,42244,Leid,"Dieses ist das Glück meines Lebens, diese Grausamkeit war noch übrig vor die armselige Doris, nemlich ein wenig Ruhe von einen boßhafftigen Menschen zu kauffen. Auf so unglückselige Zufälle müßen sich bißweilen die großen verstehen, welche der Himmel Land und Leute zu regieren verordnet hat.
","['Dieses', 'ist', 'das', 'Glück', 'meines', 'Lebens', ',', 'diese', 'Grausamkeit', 'war', 'noch', 'übrig', 'vor', 'die', 'armselige', 'Doris', ',', 'nemlich', 'ein', 'wenig', 'Ruhe', 'von', 'einen', 'boßhafftigen', 'Menschen', 'zu', 'kauffen', '.', 'Auf', 'so', 'unglückselige', 'Zufälle', 'müßen', 'sich', 'bißweilen', 'die', 'großen', 'verstehen', ',', 'welche', 'der', 'Himmel', 'Land', 'und', 'Leute', 'zu', 'regieren', 'verordnet', 'hat', '.']",
209,doris,,,,,ER,negativ,42403,CATMA_766F9A3D-CF55-4596-A7AF-DC740F00BE29,10,Emotionen der Ablehnung,negativ,42338,Abscheu,nemlich ein wenig Ruhe von einen boßhafftigen Menschen zu kauffen,"['nemlich', 'ein', 'wenig', 'Ruhe', 'von', 'einen', 'boßhafftigen', 'Menschen', 'zu', 'kauffen']",
210,,,,,,ER,negativ,42998,CATMA_68B9E1CA-CBE8-4B0A-A75D-F50E1DA11CC2,77,Emotionen der Angst,negativ,42593,Verzweiflung,"Ein kleiner Waffen Gott,
Mit bitter süßen Kriegen,
Vermehret meine Noth,
Zerstöhret mein Vergnügen,
Er hält mein mattes Hertz,
Belägert, und umringet,
So daß der rauhe Schmertz,
Mich schier zu fallen zwinget:
O! Himmel was wirds entlich seÿn
Die Freÿheit oder Todtes Pein?
Bißweilen schmeÿchelt er,
Verbürget sein Gewehr,
Mir meine Pein zu lindern
Verzweiflung zu verhindern,
Mein Hertze, mein Verwundes.
","['Ein', 'kleiner', 'Waffen', 'Gott', ',', 'Mit', 'bitter', 'süßen', 'Kriegen', ',', 'Vermehret', 'meine', 'Noth', ',', 'Zerstöhret', 'mein', 'Vergnügen', ',', 'Er', 'hält', 'mein', 'mattes', 'Hertz', ',', 'Belägert', ',', 'und', 'umringet', ',', 'So', 'daß', 'der', 'rauhe', 'Schmertz', ',', 'Mich', 'schier', 'zu', 'fallen', 'zwinget', ':', 'O', '!', 'Himmel', 'was', 'wirds', 'entlich', 'seÿn', 'Die', 'Freÿheit', 'oder', 'Todtes', 'Pein', '?', 'Bißweilen', 'schmeÿchelt', 'er', ',', 'Verbürget', 'sein', 'Gewehr', ',', 'Mir', 'meine', 'Pein', 'zu', 'lindern', 'Verzweiflung', 'zu', 'verhindern', ',', 'Mein', 'Hertze', ',', 'mein', 'Verwundes', '.']",
211,doris,,,,,ER,negativ,43030,CATMA_98BED6CB-B7ED-4D8E-9EBD-2D5C4166C161,6,Emotionen des Leids,negativ,43007,Mitleid,"Orontes, ach! Orontes!
","['Orontes', ',', 'ach', '!', 'Orontes', '!']",
212,orontes,,,,,ER,negativ,43236,CATMA_1095ABFD-D96C-41C8-8E45-49B976B3B69F,37,Emotionen der Angst,negativ,43040,Verzweiflung,"Das fängt er an zu streicheln
Und meiner Seel zu schmeicheln,
Verzweiflung zu verhindern
Und meine Qvaal zu lindern
O Gott! der süßen Schmertzen,
Wan giebstu volle Ruh?
Und Freude diesem Hertzen?
","['Das', 'fängt', 'er', 'an', 'zu', 'streicheln', 'Und', 'meiner', 'Seel', 'zu', 'schmeicheln', ',', 'Verzweiflung', 'zu', 'verhindern', 'Und', 'meine', 'Qvaal', 'zu', 'lindern', 'O', 'Gott', '!', 'der', 'süßen', 'Schmertzen', ',', 'Wan', 'giebstu', 'volle', 'Ruh', '?', 'Und', 'Freude', 'diesem', 'Hertzen', '?']",
213,,,orontes,,,ER,negativ,43272,CATMA_123EBBB5-5790-48E4-9DD7-36F8CFED5F16,5,Emotionen des Leids,negativ,43249,Mitleid,"Die Doris hilfft dazu.
","['Die', 'Doris', 'hilfft', 'dazu', '.']",
214,,,,,,ER,Emotionale Bewegtheit,43390,CATMA_9EB396C8-54C2-4422-9A6D-B217D5336050,21,Emotionale Bewegtheit,Emotionale Bewegtheit,43282,Emotionale Bewegtheit,"Holla! Orontes was hörestu? Wer redet da von Doris! Wer verwirret die Gedancken in einer königlichen Brust?
","['Holla', '!', 'Orontes', 'was', 'hörestu', '?', 'Wer', 'redet', 'da', 'von', 'Doris', '!', 'Wer', 'verwirret', 'die', 'Gedancken', 'in', 'einer', 'königlichen', 'Brust', '?']",
215,,,,,,ER,negativ,44125,CATMA_E97E900D-586E-46D4-ADAA-A070DB50AADB,128,Emotionen der Angst,negativ,43473,Verzweiflung,"Ich höre Orontes Nahmen nennen, ich höre die Doris reden. O Himmel! Dieses war die Stimme, dieses waren die Seuffzer von meiner Irdischen Göttin. Wo bistu Doris? Wo ist der Edle Schatten deines Geistes? Ich sehe nichts auf allen Seiten, meine Gedancken haben mich verführet, ich habe mich selber betrogen.
Es fängt mir an zu schmeicheln,
Und meine Seel zu streicheln,
Verzweÿflung zu verhindern,
Und meine Qvaal zu lindern,
Giebt Laabsal meinem Hertzen,
Der Gott der süßen Schmertzen;
Doch kan die Doris Ich
Nach diesen nimmer sehen
Was hilfft die Hoffnung mich,
Und mein betrübtes Flehen?
O Himmel! was wirds entlich seÿn?
Die Freÿheit oder der Todt.
","['Ich', 'höre', 'Orontes', 'Nahmen', 'nennen', ',', 'ich', 'höre', 'die', 'Doris', 'reden', '.', 'O', 'Himmel', '!', 'Dieses', 'war', 'die', 'Stimme', ',', 'dieses', 'waren', 'die', 'Seuffzer', 'von', 'meiner', 'Irdischen', 'Göttin', '.', 'Wo', 'bistu', 'Doris', '?', 'Wo', 'ist', 'der', 'Edle', 'Schatten', 'deines', 'Geistes', '?', 'Ich', 'sehe', 'nichts', 'auf', 'allen', 'Seiten', ',', 'meine', 'Gedancken', 'haben', 'mich', 'verführet', ',', 'ich', 'habe', 'mich', 'selber', 'betrogen', '.', 'Es', 'fängt', 'mir', 'an', 'zu', 'schmeicheln', ',', 'Und', 'meine', 'Seel', 'zu', 'streicheln', ',', 'Verzweÿflung', 'zu', 'verhindern', ',', 'Und', 'meine', 'Qvaal', 'zu', 'lindern', ',', 'Giebt', 'Laabsal', 'meinem', 'Hertzen', ',', 'Der', 'Gott', 'der', 'süßen', 'Schmertzen', ';', 'Doch', 'kan', 'die', 'Doris', 'Ich', 'Nach', 'diesen', 'nimmer', 'sehen', 'Was', 'hilfft', 'die', 'Hoffnung', 'mich', ',', 'Und', 'mein', 'betrübtes', 'Flehen', '?', 'O', 'Himmel', '!', 'was', 'wirds', 'entlich', 'seÿn', '?', 'Die', 'Freÿheit', 'oder', 'der', 'Todt', '.']",
216,,,,,,ER,positiv,43675,CATMA_68F73992-AA67-4A52-9EAF-062D8DF3EE89,35,Emotionen der Zuneigung,positiv,43505,Liebe,"ich höre die Doris reden. O Himmel! Dieses war die Stimme, dieses waren die Seuffzer von meiner Irdischen Göttin. Wo bistu Doris? Wo ist der Edle Schatten deines Geistes?","['ich', 'höre', 'die', 'Doris', 'reden', '.', 'O', 'Himmel', '!', 'Dieses', 'war', 'die', 'Stimme', ',', 'dieses', 'waren', 'die', 'Seuffzer', 'von', 'meiner', 'Irdischen', 'Göttin', '.', 'Wo', 'bistu', 'Doris', '?', 'Wo', 'ist', 'der', 'Edle', 'Schatten', 'deines', 'Geistes', '?']",
217,,,,,,ER,positiv,44344,CATMA_6BE7048C-DE8A-4DC4-9A86-CF4CEFE9B7E5,4,Emotionen der Zuneigung,positiv,44323,Verehrung,"Ich gnädigster Herr.
","['Ich', 'gnädigster', 'Herr', '.']",
218,doris,orontes,,,,ER,negativ,44707,CATMA_A458A476-3EAF-49A8-A1C8-C49755331290,3,Emotionen des Leids,negativ,44690,Leid,"Warumb weinestu?
","['Warumb', 'weinestu', '?']",
219,,,,,,ER,positiv,44810,CATMA_ED5E86AE-E070-4459-9BEE-F2E2E6CDBAC2,4,Emotionen der Zuneigung,positiv,44793,Verehrung,"ch verehre euch.
","['ch', 'verehre', 'euch', '.']",
220,,,,,,ER,negativ,44874,CATMA_7B2A414D-ED9C-4093-A95F-491762FEED68,9,Emotionen der Angst,negativ,44839,Verzweiflung,"Es ist beßer, daß ich hier sterbe.
","['Es', 'ist', 'beßer', ',', 'daß', 'ich', 'hier', 'sterbe', '.']",
221,orontes,,,,,ER,negativ,44908,CATMA_4B439683-14CB-404B-B4A9-A7CF83BE4A81,3,Emotionen des Leids,negativ,44884,Mitleid,Stehe auf unglückseelige,"['Stehe', 'auf', 'unglückseelige']",
222,,,,,,ER,negativ,45201,CATMA_43B21F48-5CBB-4816-B991-81516EABBDD7,14,Emotionen des Leids,negativ,45131,Leid,"Ach! Wie sehr gehet mir das Angedencken der Stadt Memphis zu Hertzen!
","['Ach', '!', 'Wie', 'sehr', 'gehet', 'mir', 'das', 'Angedencken', 'der', 'Stadt', 'Memphis', 'zu', 'Hertzen', '!']",
223,,,,Ereignis,,ER,negativ,45233,CATMA_9D911F94-1C00-47A6-B897-C066E688423A,6,Emotionen des Leids,negativ,45209,Leid,"Und mir noch viel mehr.
","['Und', 'mir', 'noch', 'viel', 'mehr', '.']",
224,orontes,,,,,ER,negativ,45371,CATMA_00A999B4-7C4F-48F8-B4FD-6BBEF52741D8,3,Emotionen des Leids,negativ,45357,Leid,Elende Doris! ,"['Elende', 'Doris', '!']",
225,doris,,,,,ER,negativ,45518,CATMA_B3C04031-EAAF-405A-B1FA-910D5008E65F,6,Emotionen des Leids,negativ,45489,Leid,"Ach wolte dieses der Himmel!
","['Ach', 'wolte', 'dieses', 'der', 'Himmel', '!']",
226,orontes,,doris,,,ER,negativ,45751,CATMA_BD9F16A9-E73C-421C-A178-66CFF848FF9F,2,Emotionen der Ablehnung,negativ,45745,Ärger,"Rede.
","['Rede', '.']",
227,doris,,orontes,,,ER,negativ,45783,CATMA_2A1DA150-41EC-4EB7-B536-C6AA285AD672,5,Emotionen des Leids,negativ,45759,Leid,"Nicht erkennen kan, ...
","['Nicht', 'erkennen', 'kan', ',', '...']",
228,,,orontes,,,ER,negativ,45828,CATMA_F6A3C214-E7DA-4F33-8485-3B1259F6D34F,3,Emotionen des Leids,negativ,45806,Leid,Diesen unglückseligen.,"['Diesen', 'unglückseligen', '.']",
229,,,,,,ER,negativ,45883,CATMA_227B2FC2-3690-48DB-86BD-D9674ED1665F,5,Emotionen des Leids,negativ,45861,Leid,Weil er vor diesen ...,"['Weil', 'er', 'vor', 'diesen', '...']",
230,doris,,,,,ER,positiv,46018,CATMA_FB775430-8646-4CB3-B851-2D84753ED353,6,Emotionen der Freude,positiv,45993,Freude,"Er komt zu rechter Zeit.
","['Er', 'komt', 'zu', 'rechter', 'Zeit', '.']",
231,artaxerxes,,,,,ER,negativ,46271,CATMA_EDA8B197-49E0-4D45-B3E5-DAB496B9BDB2,44,Emotionen der Ablehnung,negativ,46031,Abscheu,"Was ist dieses? Wohnet kein Begierde der Ehre in eines Königs Hertzen? Dürffen auch verächtliche Sclaven, die zu knechtischer Arbeit, Ja, zum Ruder verdammet seÿn, mit Monarchen umgehen, also daß einer dem andern sein Anliegen offenbahret?
","['Was', 'ist', 'dieses', '?', 'Wohnet', 'kein', 'Begierde', 'der', 'Ehre', 'in', 'eines', 'Königs', 'Hertzen', '?', 'Dürffen', 'auch', 'verächtliche', 'Sclaven', ',', 'die', 'zu', 'knechtischer', 'Arbeit', ',', 'Ja', ',', 'zum', 'Ruder', 'verdammet', 'seÿn', ',', 'mit', 'Monarchen', 'umgehen', ',', 'also', 'daß', 'einer', 'dem', 'andern', 'sein', 'Anliegen', 'offenbahret', '?']",
232,artaxerxes,,,,,ER,negativ,46449,CATMA_72EDF350-A172-460B-AAE3-FD46F4972708,3,Emotionen der Ablehnung,negativ,46425,Abscheu,"Schweig Nichtswürdiger!
","['Schweig', 'Nichtswürdiger', '!']",
233,,,,,,ER,negativ,46495,CATMA_A573414F-C134-4334-9C08-B74B63606B9A,5,Emotionen des Leids,negativ,46475,Leid,"ch muß es erdulten.
","['ch', 'muß', 'es', 'erdulten', '.']",
234,orontes,,,,,ER,negativ,46823,CATMA_7318B795-CE74-4F62-A764-30C03C5173B5,5,Emotionen der Ablehnung,negativ,46800,Ärger,"hr lästert die Demuth.
","['hr', 'lästert', 'die', 'Demuth', '.']",
235,,,,,,ER,negativ,47324,CATMA_2F8E0458-9E27-4150-A2C6-EED7E9B574DD,26,Emotionen der Ablehnung,negativ,47180,Ärger,"Dieses, daß ich nicht geirret habe, einen König zu schelten, welcher seinen eigenen Sinnen folget, und die Sclaven seiner Gesellschaft würdiget.","['Dieses', ',', 'daß', 'ich', 'nicht', 'geirret', 'habe', ',', 'einen', 'König', 'zu', 'schelten', ',', 'welcher', 'seinen', 'eigenen', 'Sinnen', 'folget', ',', 'und', 'die', 'Sclaven', 'seiner', 'Gesellschaft', 'würdiget', '.']",
236,,artaxerxes,,,,ER,negativ,47921,CATMA_28C0A1E5-9BC1-4703-A5E7-8D39010C3CBE,37,Emotionen des Leids,negativ,47706,Leid,"Orontes, ach! unbesonnener Orontes, ihr lauffet euren Unglück entgegen, und stürtzet euch in das äuserste Verderben, solche niedrige Sorgen seÿnd beÿ euch keine Tugenden, sondern ein Laster und eine Eigensinnigkeit.","['Orontes', ',', 'ach', '!', 'unbesonnener', 'Orontes', ',', 'ihr', 'lauffet', 'euren', 'Unglück', 'entgegen', ',', 'und', 'stürtzet', 'euch', 'in', 'das', 'äuserste', 'Verderben', ',', 'solche', 'niedrige', 'Sorgen', 'seÿnd', 'beÿ', 'euch', 'keine', 'Tugenden', ',', 'sondern', 'ein', 'Laster', 'und', 'eine', 'Eigensinnigkeit', '.']",
237,,,,,,ER,negativ,48687,CATMA_C1820344-2D58-49B6-A1F2-B7F51108DA43,79,Emotionen des Leids,negativ,48303,Leid,"ach Sohn! Sohn! ich falle zu euren Füßen wann ihr nicht auf das Reich und Ehre gedencken wollet, so erweget aufs wenigste die Gefahr, welche, verzeihet mir es, daß ichs sage, über euer eigen Leben schwebet. Gehet in euch selbst, und gebet nicht zu, daß der König von Persien, in dem er sich in einen Todtes Schlaf der Unbedachtsamkeit versencket, allen Völckern zu einer Fabel werde.
","['ach', 'Sohn', '!', 'Sohn', '!', 'ich', 'falle', 'zu', 'euren', 'Füßen', 'wann', 'ihr', 'nicht', 'auf', 'das', 'Reich', 'und', 'Ehre', 'gedencken', 'wollet', ',', 'so', 'erweget', 'aufs', 'wenigste', 'die', 'Gefahr', ',', 'welche', ',', 'verzeihet', 'mir', 'es', ',', 'daß', 'ichs', 'sage', ',', 'über', 'euer', 'eigen', 'Leben', 'schwebet', '.', 'Gehet', 'in', 'euch', 'selbst', ',', 'und', 'gebet', 'nicht', 'zu', ',', 'daß', 'der', 'König', 'von', 'Persien', ',', 'in', 'dem', 'er', 'sich', 'in', 'einen', 'Todtes', 'Schlaf', 'der', 'Unbedachtsamkeit', 'versencket', ',', 'allen', 'Völckern', 'zu', 'einer', 'Fabel', 'werde', '.']",
238,,,,,,ER,positiv,48838,CATMA_CE26AEE9-B479-490F-A152-C2C59CEE862B,19,Emotionen der Zuneigung,positiv,48736,Liebe,"Ich weiß gewiß Orontes, daß Doris, ob sie schon begraben lieget, dennoch eure Zufriedenheit begehret.
","['Ich', 'weiß', 'gewiß', 'Orontes', ',', 'daß', 'Doris', ',', 'ob', 'sie', 'schon', 'begraben', 'lieget', ',', 'dennoch', 'eure', 'Zufriedenheit', 'begehret', '.']",
239,orontes,,doris,,,ER,negativ,49025,CATMA_AE85D31A-D81D-4381-A3DE-82452DE2FF5F,4,Emotionen der Ablehnung,negativ,49006,Ärger,"Zähme deine Zunge.
","['Zähme', 'deine', 'Zunge', '.']",
240,orontes,,artaxerxes,,,ER,negativ,49085,CATMA_19EF6537-5935-4FFC-B653-EFAD8B2C6CD8,3,Emotionen der Ablehnung,negativ,49067,Ärger,"Schweiget stille.
","['Schweiget', 'stille', '.']",
