,start,end,id,tag_type_id,tag_type_speech,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,path,text,base_polarity,main_emotion_class,tag_type,Drama
652,92095,92328,,,,,,,," Ein Bürgersweib? – und der Narr von einem Mann hält sich darüber auf, wenn ein so reicher 
Cavalier seinem Weib ein bisserl schön thut – o! du Esel! – er wird doch nicht denken, daß sein 
Weib für ihn allein auf der Welt ist. 

",positiv,Emotionen der Freude,Schadenfreude,Mandoletti
653,92334,92360,,,,,,,," Denkst du auch so? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
654,92367,92481,,,,,,,," Nach Umständen gnädiger Herr! – Was ich nicht weiß, macht mir nicht heiß! – aber für mein 
Weib steh ich! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
656,92737,92837,,,,,,,," Gnädiger Herr 200 Dukaten haben Sie gesagt! können Sie an meiner Ehrlichkeit noch zwei-
feln? 

",positiv,Emotionen der Freude,Freude,Mandoletti
657,92843,93000,,,,,,,," Ja der Teufel ist ein Schelm – die Neugierde könnte dich plagen, kurz du mußt 
 

mir schwören, daß das Weibchen in deinen Händen ganz sicher ist! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
659,93039,93244,,,,,,,," Nu wenn das ist, so könnten wir den Meisterstreich erst voll machen – du führst das Weibchen 
auf den Ball und unter der Menge von Masquen führst mirs heimlich zu – das übrige laß nur mich 
machen. 

",positiv,Emotionen der Freude,Freude,Mandoletti
660,93251,93417,,,,,,,," Juhe! das ist ja gar lustig – richtig ich führ’s Weiberl auf den Ball – und werd’s Ihnen schon in 
die Hände spielen – so hat kein Teufel einen Verdacht Baron! 

",positiv,Emotionen der Freude,Freude,Mandoletti
662,93585,94060,,,,,,,," Still ein bisgen! – da habe ich schon wieder den klügsten Gedanken! – Mein Weib ist heute 
Abends nicht zu Hause! – Sie hat mich gebeten, ich möchte sie zu ihrer Muhme gehen lassen, und 
mir war’s sogleich lieb – wegen unserm Negotio! – Ich werde also sobald sie aus dem Hause ist, von 
ihr ein Kleid herbringen, ein Körbel mit Backereyen, das ziehen sie ihr an, und schickens mit Ihrem 
Bedienten zu mir – und so siehts jedermann in meinem Haus für mein Weib an! – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
663,94066,94228,,,,,,,," Bravo! bravissimo! – das ist ein herrlicher Einfall – zum küssen – für dein 
 

Weib – und sie hat gerade deines Weibes Grösse und Taille! – 



  

 
",positiv,Emotionen der Freude,Freude,Mandoletti
664,94235,94443,,,,,,,," Das ist herrlich! trefflich! – Euer Gnaden die 200 Dukaten sind mein – sind mein – ich geh 
und hohl meines Weibes Kleider! bin den Augenblick wieder da! – (schnell ab.) 

Fünfter Auftritt. 

BARON und ",positiv,Emotionen der Freude,Freude,Mandoletti
666,94459,94503,,,,,,,," (nach einer Pause) Aber gnädiger Herr! 

",negativ,Emotionen des Leids,Leid,Mandoletti
667,94509,94937,,,,,,,," Ich weiß was du sagen willst – doch Paul so wahr ich die Baroninn liebe – ich habe bey der 
ganzen Sache keine andere Absicht, als diesen Thoren, der um Geld so leichtsinnig alles hergiebt, 
durch sich selbst zu beschämen, und zu heilen – öffentlich soll er sein eigen Weib finden, die er mir 
verkuppeln wollte – das ist alles, was ich will – für mich giebt es kein anderes Geschäft mehr als die 
Liebe der Baronin! – 

",positiv,Emotionen der Freude,Schadenfreude,Mandoletti
668,94942,95000,,,,,,,," O! wenn ich das einst von Ihrer Frau sagen könnte! – 

",negativ,Emotionen des Leids,Leid,Mandoletti
670,95118,95135,,,,,,,," Für mich? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
672,95468,95513,,,,,,,," Baroninn von Blande selbst? – selbst? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
676,95687,96622,,,,,,,,"] Ja ihr selbst – der ich, je öfter ich mich an sie erinnere, gern mein ganzes Leben weihen woll-
te? – Mich ergreift ein Gefühl, das, so neu es mir auch immer ist – so süß jede meiner Nerven 
durchzittert – und in der That! ich glaube ich bin auf dem Punkt die Schwärmerey zu hassen! – Da 
hab ich nun die weite 
 

Welt durchgesucht, und nirgend ein Herz gefunden! ein Herz! – und wenn du eines für mich hättest 
– denn daß sie mich das erstemal abwieß – das beweist noch gar nichts – Daß ich öfters liebte – was 
kann das die beleidigen, die ich noch nicht kannte – und daß ich nie geliebt wurde; – daß soll wohl 
gar über den armen Betrogenen ihr Mitleid rege machen – und hab ich nur einmal ihr Mitleid – von 
Mitleid zur Liebe ist der Schritt so klein, daß ihn das Herz oft lange schon gemacht hat – ehe es ihn 
bemerkt! – (ab.) 



  

 

Siebenter Auftritt. 

(Cabinet der Baronin Blande.) 

BARONIN und ",positiv,Emotionen der Zuneigung,Liebe,Mandoletti
679,96784,96908,,,,,,,," In der That gnädige Frau, so närrisch auch der Aufxritt war, so verrieth doch sein ganzer 
Anstand etwas nobles! – 
 

",positiv,Emotionen der Freude,Freude,Mandoletti
680,96916,96986,,,,,,,," Etwas nobles? – Ey! ey! – hast du ihn denn gar so gut bemerkt? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
681,96996,97153,,,,,,,," O! mir entwischt kein Blick von einem hübschen jungen Mann, und daß er beydes war – 
darüber können Sie mich doch nicht Lügen straffen gnädige Frau! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
682,97161,97223,,,,,,,," Hm! ich läugne nicht, daß er eine hübsche Figur hatte! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
683,97233,97275,,,,,,,," Auch daß er gut zu sprechen wuste! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
684,97283,97321,,,,,,,," Wahrlich ein grosses Verdienst – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
685,97331,97410,,,,,,,," Auch das er ein warmes Herz haben mochte, läßt sich schwerlich läugnen! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
686,97418,97615,,,,,,,," Ey seht doch – was du nicht alles an ihm bemerkt hast – sogar ein warmes Herz! – ha! ha! 
ha! über die arme Thörin. Ist er nicht ein Mann – und begreift dies Wort nicht alles böse in sich? – 

",negativ,Emotionen der Ablehnung,Abscheu,Mandoletti
687,97625,97693,,,,,,,," Ihr Haß ist auch wider das Geschlecht gar zu unauslöschlich! – 

",negativ,Emotionen der Ablehnung,Abscheu,Mandoletti
688,97701,98166,,,,,,,," (seufzend) O daß dieser Haß auch alle übrige Gefühle – die ein einziger dieses grausamen Ge-
schlechtes in mir zurückgelassen hatte, auf ewig verlöschen könnte – wie wohl wäre mir dann – 
aber was ist all mein Haß – all mein Vorsatz? eine Fiebertändeley – denn all meinen Entwürfen zum 
Trotz, flieht ein Gedanke an den treulosen Verräther durch mein 
 

Gehirn – und weg ist der Vorsatz und Haß – ich bin wieder in der alten Sklaverey der Liebe – 

HENRI[",negativ,Emotionen des Leids,Leid,Mandoletti
689,98172,98465,,,,,,,," Ja! ja! seit sechs vollen Jahren so mancher Gefahr der Verführung ausgesetzet – und 
doch so standhaft, so treu – das nenn ich wahrlich Liebe – wenns doch nur noch Hexen gäbe, bey 
meiner Treu ich ließ ihm einen Spiegel vorhexen – wo er all ihren Gram und Kummer darin sehen 
müßte! – 

",negativ,Emotionen des Leids,Mitleid,Mandoletti
690,98473,98640,,,,,,,," Und was glaubst du, daß dieses nutzen könnte? – nichts! die Arme einer Buhlerin halten ihn 
umschlungen – und aus denen wird ihn nur die Verzweiflung reissen! – 

",negativ,Emotionen des Leids,Leid,Mandoletti
691,98650,98736,,,,,,,," Aber die Geschichte ist doch sonderbar! – Sie kannten sich nur einen Tag lang! – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
692,98744,98883,,,,,,,," Es war eine Heurath – wie man sie unter uns meistens zu machen pflegt, unsere Eltern 
verheuratheten ihre Güter nicht ihre Kinder! – 

",negativ,Emotionen des Leids,Leid,Mandoletti
693,98893,99032,,,,,,,," Ich erinnere mich noch ganz auf sein feuriges Benehmen bey der Koppulation – gerade so 
lebhaft, als heute der hübsche junge Mann! – 

",positiv,Emotionen der Zuneigung,Lust,Mandoletti
695,99089,99314,,,,,,,," Weil mich der, so lebhaft an Baron Wellbach erinnert, daß ich glauben könnte – nur die 
Zeit habe ein bisgen an ihn 



  

  

geändert – übrigens müßt er es selbst seyn – wenn’s nicht so gar unglaublich wäre! 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
696,99322,99551,,,,,,,," Er selbst? – ha! ha! ha! – er selbst – der gute Baron ist – wie mir meine Freundin im letzten 
Brief schrieb, mit seiner Favoritinn nach England gereißt, und kümmert sich in ihren Armen wenig 
um den Kummer seines Weibes. 

",negativ,Emotionen des Leids,Leid,Mandoletti
697,99561,99689,,,,,,,," Je nun! so schlagen Sie sich nur wieder die traurigen Gedanken aus dem Kopf – das wird 
schöne Akademie und Ball geben! – 

",negativ,Emotionen des Leids,Mitleid,Mandoletti
698,99697,99919,,,,,,,," Und glaubst du daß mich etwas zerstreuete? – du irrst dich! mitten in dem Gewühl bin ich 
allein – suche ihn – und muß mich eine Närrin schelten – daß ich mich von meiner Einbildungs-
kraft so betrügen lasse! – 

EIN ",negativ,Emotionen des Leids,Leid,Mandoletti
700,100029,100058,,,,,,,," Mich? laß ihn herein! – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
704,100226,100436,,,,,,,," Mein gnädiger Herr der Freyherr v. Lindenthal läßt Euer freyherrlichen Gnaden gehorsamstes 
Compliment melden – und nimmt sich die Freyheit Ihnen durch mich diesen Brief und Paquetchen 
zu übersenden! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
705,100444,100529,,,,,,,," Freyherr von Lindenthal? – ich habe nicht die Ehre den Herrn Baron zu kennen! – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
707,100603,101643,,,,,,,," (erbricht und liest den Brief.) 

„Gnädige Frau! 
Wenn Sie mein Brief, den Ihnen Klinger überbrachte, beleidiget hat, so 
will ich Sie gerne auf den Knien um Vergebung bitten – schreiben Sie es 
der Raserey einer Leidenschaft zu, die mich bishero das schöne Ge-
schlecht von einer sehr unrühmlichen Seite nehmen ließ – vielleicht bin 
ich mehr zu bedauern, als zu verachten, und vielleicht liegt mein wahres 
Glück in Ihren Händen! – 
 

Sie waren so unaussprechlich großmüthig mir Ihr Bildniß zu lassen! – fü-
gen Sie diesem so wichtigen Geschenke auch die Erlaubniß ihres Um-
gangs bey, denn ich fühle, daß nur dieser im Stande seyn kann, mein 
verwundetes Herz zu heilen.“ 

Freyhr. v. Lindenthal 

N.S. „Ich sende durch meinen treuen Diener das kostbare Behältniß, 
worin ihr Bildniß eingemacht war, zurück. – Lassen Sie den Raum, leer – 
ich will sehen, ob ichs verdienen kann, ihn durch mein Portrait auszu-
fühlen – oder ob das Ihrige, meiner Hände unwerth, wieder seine alte 
Stelle einnehmen soll![“] – 

[",positiv,Emotionen der Zuneigung,Liebe,Mandoletti
708,101651,101724,,,,,,,,"] (lächelnd) Ein sonderbarer Mann – dieser Hr. Baron! – 



  

 
",positiv,Emotionen der Freude,Freude,Mandoletti
709,101729,101834,,,,,,,," (seufzend) Ja das ist er! – aber gut – so gut – daß er wahrlich ein besser’s Schicksal verdiente! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
711,101898,101995,,,,,,,," Arm nicht – aber doch gewiß unglücklich – wie ichs meyne, freylich scheints ihm nicht so! – 

",negativ,Emotionen des Leids,Leid,Mandoletti
713,102156,102219,,,,,,,," In den Gedanken, daß ihn nichts unglücklich machen könne! 

",negativ,Emotionen des Leids,Leid,Mandoletti
715,102291,102625,,,,,,,," Ganz? – Gnädige Frau ich bin nur ein schlechter Tropf, aber unsereins hat doch auch gewiß 
seine 5 Sinnen – und wann ich die so recht zusammen nehme, so kömmt mirs immer heraus – daß 
wer alles süsser findet, dessen Gaumen nicht gesund ist – und wen nichts unglücklich machen kann, 
der ist nicht fähig glücklich zu werden! – 

",negativ,Emotionen des Leids,Leid,Mandoletti
716,102633,102686,,,,,,,," (aufmerksam) Woher diese gesunde Philosophie! – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
718,102763,102822,,,,,,,," Er kam wohl schon weit die Welt durch, mein Freund? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
720,102914,102949,,,,,,,," (hastig) seit sechs Jahren? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
722,103045,103109,,,,,,,," (immer aufmerksamer) Er und sein Herr? – aber warum das? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
724,103387,103409,,,,,,,," Und sein Herr? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
725,103414,103432,,,,,,,," Die Liebe! – 

",positiv,Emotionen der Zuneigung,Liebe,Mandoletti
726,103440,103511,,,,,,,," Ha! ha! ha! – die Liebe? – und hätte Sie wohl nirgend gefunden? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
727,103516,103876,,,,,,,," O ja! – wir sah’n sie auch in dem kleinsten Städtchen – aber kaum will sich mein armer Herr ihr 
recht in die Arme werfen, so ist sie wieder hundert Meilen Weges fort – und da heißt’s denn aufge-
packt, und nachgefahren, und so hab ich nach Hoffnung in Grönland ein Souppe zu halten – und 
mich bey den Caffern57 auf Kokusmilch auf Mittag zu bitten! – 

",negativ,Emotionen des Leids,Mitleid,Mandoletti
728,103884,104028,,,,,,,," Die Hitze, mit der mich sein Herr heute aus der Kirche bis in mein Zimmer verfolgte, zeigt 
mir von der Flüchtigkeit seines Temperaments! 

",positiv,Emotionen der Zuneigung,Lust,Mandoletti
733,104643,104826,,,,,,,," (lächelnd) So wäre wohl diese auch ähnlichen Gewichtes? – und der gute Mann hätte gar nicht 
so unrecht in seinem Brief, über sein armes, krankes Herze um Mitleid zu bitten! –  

",negativ,Emotionen des Leids,Leid,Mandoletti
734,104831,104963,,,,,,,," Das er wahrlich verdient, gnädige Frau! in der That ist es wohl leichter die armen Thoren verla-
chen, als ihnen zu helfen! – 

",negativ,Emotionen des Leids,Mitleid,Mandoletti
735,104971,105113,,,,,,,," Daß ich’s könnte! – wie gerne wollt ich’s thun – ich weiß zu gut, was ein von Liebe zerrisse-
nes Herz – für Qualen in sich begreift! – 

",negativ,Emotionen des Leids,Leid,Mandoletti
736,105118,105201,,,,,,,," (hastig) Ja? – Nun so wäre ich wohl vielleicht zu dem besten Arzt gekommen? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
739,105401,105530,,,,,,,," Nicht auf Empfehlung? – wenn also sein Herr sich um mein Herz bewürbe – würde er wohl 
vielleicht gar nicht dazu rathen? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
744,105811,105917,,,,,,,," Wie so? um nicht auch die Zahl der Betrogenen, und einst die Qualen seines Gewissens zu meh-
ren! – 

",negativ,Emotionen des Leids,Leid,Mandoletti
747,106088,106143,,,,,,,," (betroffen.) Also verheurathet? – und seine Frau? 

",negativ,Emotionen des Leids,Leid,Mandoletti
748,106148,106206,,,,,,,," Nagt an ihrem Kummer – oder folgt seinem Beyspiel! – 

",negativ,Emotionen des Leids,Leid,Mandoletti
749,106214,106323,,,,,,,," (immer mit zunehmender Unruhe) folgt seinem Beyspiel? – er kennt sie also wohl diese Unglück-
liche? – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
750,106328,106604,,,,,,,," Ich sah’ sie – da war sie eine schöne frische Blume – wie sie itzt aussehen mag? – Doch wie sie 
auch itzt immer aussehen möchte, wer sollte sie wohl nach einer sechsjährigen Abwesenheit und ei-
ner so kurzen Bekanntschaft, als die unsrige war, gleich wieder kennen? – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
751,106612,106708,,,,,,,," Kurze Bekanntschaft? – Sechsjährige Abwesenheit? – (für sich) o! wie schlägt mein Herz!! – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
753,106774,106852,,,,,,,," (ganz ausser Fassung) o! mein Freund – die Geschichte? – heraus damit! – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
754,106857,107653,,,,,,,," Ist mit wenig Worten diese: – Der  alte Herr Baron hatte einen Freund, dessen Tochter für sei-
nen Sohn bestimmt war, ohne darum zu sorgen, ob ihre Herzen zusammenstimmen würden – Der 
junge Herr, von einem französischen Hofmeister erzogen – an Galanterie gewöhnt, hatte schon seit 
einiger Zeit mit einem Stubenmädchen im Hause einen gewissen vertrauten Umgang – Der alte Ba-
ron kam aufs Todtenbette – und noch am Sterbetag wurde die Braut, die der junge Baron noch 



  

 
nicht einmal gesehen – abgeholet, und in aller Eile dem jungen Baron noch am nemlichen Tage an-
vertraut – Das Stubenmädchen über ihren vereitelten Plan rasend, wußte den guten Baron dahin zu 
bringen, daß er noch den nemlichen Tag bey der Nacht, mit ihr floh, und Ehr und Gemahlin im 
Stich ließ – 

",positiv,Emotionen der Zuneigung,Liebe,Mandoletti
755,107661,107763,,,,,,,," (die sich nimmermehr zu fassen weiß, wirft sich in einen Stuhl) Guter Gott er ists! – er ists! – 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
756,107768,108276,,,,,,,," Diese elende Kreatur zeigte sich dann bald in ihrer wahren Gestalt! – mein Herr stieß sie von 
sich – wir veränderten den Namen, zogen die weite Welt durch, und suchen, was wir vielleicht zu 
Hause weggeworfen haben, – Ruhe und Frieden! – in dem Glück der 
 

Liebe! – Nun gnädige Frau wissen Sie alles – Sie nehmen Theil – Sie scheinen gerührt – Sie sind 
wahrlich aber auch die Erste, der ich diese Geschichte anvertraute – oder vielmehr, die mir’ s durch 
ihren Liebevollen Blick entlockte! – 

",positiv,Emotionen der Zuneigung,Verehrung,Mandoletti
757,108284,108477,,,,,,,," (die bei der zunehmenden Erkenntniß der Wahrheit dieser Geschichte ihre aufwallende Freude nicht mehr 
bergen kann, faßt sich so gut, wie möglich) Guter Gott er ists! er ists Wellbach! – 

",positiv,Emotionen der Freude,Freude,Mandoletti
758,108482,108586,,,,,,,," Wellbach! – Baron Wellbach! – so nennt sich mein Herr! – aber woher kennen ihn denn Euer 
Gnaden? 

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mandoletti
759,108594,108952,,,,,,,," (sich fassend) So halb! – (für sich) O Herz nur dießmal verdirb mir nichts! – (zum Paul) hier gu-
ter Freund, dieß für seine Erzählung (giebt ihm einen Beutel, wieder beiseite) O! nur wenige Stunden ruhig 
mit deinem Pochen! – (zum Paul) Hör’ er guter Freund, will er mir wohl den Gefallen thun, und sei-
nen Herrn sobald wie möglich zu mir bringen? 

",positiv,Emotionen der Freude,Freude,Mandoletti
